plate_no,rolling_date,scale,spec_long,spec_country,steel_kind,pt_thick,pt_width,pt_length,hsb,fur_no,fur_input_row,fur_heat_temp,fur_heat_time,fur_soak_temp,fur_soak_time,fur_total_time,fur_ex_temp,rolling_method,rolling_temp,descaling_count,work_group
PLT_1520,06JAN2023:21:58:39,양품,BV-EH36-TM,프랑스,T,38,3100,16700,적용,3호기,1열,1149,69,1138,95,253,1138,TMCP(온도제어),880,8,2조
PLT_1521,06JAN2023:22:13:16,양품,BV-EH36-TM,프랑스,T,38,3100,16700,적용,3호기,2열,1150,64,1140,95,233,1140,TMCP(온도제어),871,8,2조
PLT_1522,06JAN2023:22:21:33,양품,BV-EH36-TM,프랑스,T,38,3100,16700,적용,1호기,1열,1151,66,1129,89,251,1129,TMCP(온도제어),873,8,2조
PLT_1523,06JAN2023:22:34:13,양품,BV-EH36-TM,프랑스,T,38,3100,16700,적용,1호기,2열,1126,73,1118,89,259,1118,TMCP(온도제어),868,8,2조
PLT_1524,06JAN2023:22:45:58,양품,BV-EH36-TM,프랑스,T,38,3100,16700,적용,2호기,1열,1155,71,1127,87,251,1127,TMCP(온도제어),875,8,2조
PLT_1525,06JAN2023:22:58:59,양품,BV-EH36-TM,프랑스,T,38,3100,13300,적용,2호기,2열,1151,61,1122,105,263,1122,TMCP(온도제어),880,8,2조
PLT_1526,06JAN2023:23:08:55,양품,AB/EH36-TM,미국,T,38,3100,16200,적용,3호기,1열,1132,63,1134,109,265,1134,TMCP(온도제어),876,8,2조
PLT_1527,06JAN2023:23:18:17,양품,COMMON,공통,T,38,3100,16200,적용,3호기,1열,1132,63,1134,109,263,1134,CR(제어압연),876,8,2조
PLT_1528,06JAN2023:23:23:52,불량,NV-A32-TM,영국,T,40,2800,26000,적용,3호기,2열,1164,77,1136,90,227,1136,TMCP(온도제어),897,5,2조
PLT_1529,06JAN2023:23:36:15,양품,NV-A32-TM,영국,T,40,2800,26000,적용,3호기,1열,1171,67,1139,94,232,1139,TMCP(온도제어),897,6,2조
PLT_1530,06JAN2023:23:49:33,양품,GL-A36-TM,독일,T,40,2500,22700,적용,1호기,2열,1124,63,1121,107,261,1121,TMCP(온도제어),815,6,2조
PLT_1531,06JAN2023:23:56:53,양품,GL-A36-TM,독일,T,40,2500,22700,적용,2호기,1열,1162,85,1126,93,264,1126,TMCP(온도제어),802,6,2조
PLT_1532,07JAN2023:00:05:45,양품,GL-A36-TM,독일,T,40,2500,22700,적용,3호기,2열,1169,87,1138,83,230,1138,TMCP(온도제어),805,6,2조
PLT_1533,07JAN2023:00:16:26,양품,GL-A36-TM,독일,T,40,2500,22700,적용,1호기,2열,1138,65,1125,108,279,1125,TMCP(온도제어),817,6,2조
PLT_1534,07JAN2023:00:22:33,양품,NV-D32-TM,영국,T,40,2100,26500,적용,3호기,1열,1173,92,1138,80,274,1138,TMCP(온도제어),895,6,2조
PLT_1535,07JAN2023:00:34:16,양품,COMMON,공통,T,40,3100,23200,적용,3호기,2열,1162,74,1136,101,259,1136,CR(제어압연),813,6,2조
PLT_1536,07JAN2023:00:45:29,양품,GL-A36-TM,독일,T,40,3100,23200,적용,3호기,2열,1162,74,1136,101,248,1136,TMCP(온도제어),813,6,2조
PLT_1537,07JAN2023:01:00:02,양품,NK-KD36-TM,일본,T,40,2800,23400,적용,1호기,1열,1156,77,1128,126,302,1128,TMCP(온도제어),816,6,2조
PLT_1538,07JAN2023:01:07:14,양품,NK-KD36-TM,일본,T,40,2600,23400,적용,2호기,2열,1166,69,1118,141,289,1118,TMCP(온도제어),818,6,2조
PLT_1539,07JAN2023:01:16:14,불량,GL-D36-TM,독일,T,40,2500,25600,미적용,2호기,1열,1149,73,1119,131,296,1119,TMCP(온도제어),818,6,2조
PLT_1540,07JAN2023:01:27:08,양품,GL-D36-TM,독일,T,40,2500,25600,적용,1호기,1열,1172,89,1135,113,289,1135,TMCP(온도제어),816,6,2조
PLT_1541,07JAN2023:01:39:34,양품,GL-A36-TM,독일,T,40,3100,23200,적용,3호기,1열,1174,104,1134,85,273,1134,TMCP(온도제어),819,6,2조
PLT_1542,07JAN2023:01:50:36,양품,GL-A36-TM,독일,T,40,3100,23200,적용,3호기,2열,1159,87,1131,106,268,1131,TMCP(온도제어),816,6,2조
PLT_1543,07JAN2023:02:01:35,양품,GL-D36-TM,독일,T,40,2500,25600,적용,1호기,2열,1135,75,1120,130,298,1120,TMCP(온도제어),817,6,2조
PLT_1544,07JAN2023:02:12:52,양품,GL-D36-TM,독일,T,40,2500,25600,적용,2호기,1열,1151,93,1121,127,319,1121,TMCP(온도제어),817,6,2조
PLT_1545,07JAN2023:02:18:55,양품,GL-A36-TM,독일,T,40,2500,22700,적용,2호기,2열,1174,91,1118,135,317,1118,TMCP(온도제어),815,6,2조
PLT_1546,07JAN2023:02:24:03,양품,GL-D36-TM,독일,T,44,2200,22800,적용,1호기,2열,1149,82,1126,123,275,1126,TMCP(온도제어),816,6,2조
PLT_1547,07JAN2023:02:35:21,양품,NV-D36-TM,영국,T,44,2200,22800,적용,1호기,2열,1149,82,1126,123,306,1126,TMCP(온도제어),816,6,2조
PLT_1548,07JAN2023:02:45:50,불량,COMMON,공통,T,40,2500,28600,적용,3호기,1열,1162,116,1124,98,291,1124,CR(제어압연),1033,6,2조
PLT_1549,07JAN2023:02:54:47,불량,GL-D36-TM,독일,T,40,2500,28600,미적용,3호기,1열,1162,116,1124,98,314,1124,TMCP(온도제어),1033,6,2조
PLT_1550,07JAN2023:03:06:44,양품,GL-A36-TM,독일,T,40,2500,22700,적용,1호기,1열,1178,90,1127,138,301,1127,TMCP(온도제어),745,6,2조
PLT_1551,07JAN2023:03:13:04,양품,GL-A32-TM,독일,T,40,3100,18700,적용,3호기,2열,1161,100,1120,136,336,1120,TMCP(온도제어),894,6,2조
PLT_1552,07JAN2023:03:22:46,양품,PILAC-BT33,한국,T,40,2500,16900,적용,2호기,1열,1165,112,1122,135,333,1122,CR(제어압연),910,6,2조
PLT_1553,07JAN2023:03:34:39,양품,PILAC-BT33,한국,T,40,1800,18900,적용,2호기,2열,1170,105,1117,135,338,1117,CR(제어압연),906,6,2조
PLT_1554,07JAN2023:03:49:31,양품,PILAC-BT33,한국,T,50,1800,24900,적용,1호기,2열,1169,111,1129,122,299,1129,CR(제어압연),891,6,2조
PLT_1555,07JAN2023:04:03:42,양품,COMMON,공통,T,40,2500,28600,적용,3호기,1열,1151,100,1128,128,285,1128,CR(제어압연),816,6,2조
PLT_1556,07JAN2023:04:10:03,양품,GL-D36-TM,독일,T,40,2500,28600,적용,3호기,1열,1151,100,1128,128,292,1128,TMCP(온도제어),816,6,2조
PLT_1557,07JAN2023:04:21:11,양품,COMMON,공통,T,40,2300,25500,적용,3호기,2열,1161,105,1125,122,325,1125,CR(제어압연),820,6,2조
PLT_1558,07JAN2023:04:31:03,불량,NV-D36-TM,영국,T,40,2300,25500,적용,3호기,2열,1161,105,1125,122,293,1125,TMCP(온도제어),820,5,2조
PLT_1559,07JAN2023:04:37:01,양품,PILAC-BT33,한국,T,50,2500,10900,적용,1호기,1열,1169,94,1127,69,218,1127,CR(제어압연),897,6,2조
PLT_1560,07JAN2023:04:43:54,양품,PILAC-BT33,한국,T,50,2500,10900,적용,2호기,1열,1164,149,1123,98,351,1123,CR(제어압연),888,6,2조
PLT_1561,07JAN2023:04:53:05,양품,PILAC-BT33,한국,T,61,2300,12200,적용,2호기,2열,1166,94,1121,79,263,1121,CR(제어압연),891,6,2조
PLT_1562,07JAN2023:05:06:45,양품,BV-AH32-TM,프랑스,T,50,3100,12300,적용,1호기,1열,1174,129,1137,113,321,1137,TMCP(온도제어),880,6,2조
PLT_1563,07JAN2023:05:20:25,양품,NV-D32-TM,영국,T,40,2000,28900,적용,3호기,1열,1135,106,1121,126,322,1121,TMCP(온도제어),887,6,2조
PLT_1564,07JAN2023:05:29:47,양품,NV-D32-TM,영국,T,40,2000,28900,적용,3호기,2열,1158,106,1124,124,298,1124,TMCP(온도제어),891,6,2조
PLT_1565,07JAN2023:05:36:26,양품,PILAC-BT33,한국,T,40,2500,21600,적용,1호기,2열,1148,97,1125,89,246,1125,CR(제어압연),908,6,2조
PLT_1566,07JAN2023:05:51:14,양품,PILAC-BT33,한국,T,50,1800,22200,적용,2호기,1열,1158,156,1122,96,351,1122,CR(제어압연),901,6,2조
PLT_1567,07JAN2023:05:58:05,양품,PILAC-BT33,한국,T,50,2600,13200,적용,2호기,2열,1164,120,1122,119,294,1122,CR(제어압연),901,6,2조
PLT_1568,07JAN2023:06:06:41,양품,PILAC-BT33,한국,T,50,2600,13100,적용,1호기,1열,1152,158,1134,78,315,1134,CR(제어압연),900,6,2조
PLT_1569,07JAN2023:06:17:41,양품,NV-A32-TM,영국,T,40,2800,26000,적용,3호기,1열,1120,109,1116,117,330,1116,TMCP(온도제어),894,6,2조
PLT_1570,07JAN2023:06:27:11,양품,PILAC-BT33,한국,T,50,1800,25900,적용,3호기,2열,1151,112,1125,116,309,1125,CR(제어압연),894,6,2조
PLT_1571,07JAN2023:06:42:09,양품,PILAC-BT33,한국,T,50,2400,14800,적용,1호기,2열,1153,134,1126,116,326,1126,CR(제어압연),897,6,2조
PLT_1572,07JAN2023:06:56:11,양품,PILAC-BT33,한국,T,55,3100,13400,적용,2호기,1열,1150,133,1120,113,323,1120,CR(제어압연),892,6,2조
PLT_1573,07JAN2023:07:11:04,불량,PILAC-BT33,한국,T,55,3100,13400,미적용,2호기,2열,1151,136,1122,109,303,1122,CR(제어압연),892,6,3조
PLT_1574,07JAN2023:07:17:24,양품,PILAC-BT33,한국,T,55,3100,13400,적용,1호기,1열,1144,111,1131,52,223,1131,CR(제어압연),896,6,3조
PLT_1575,07JAN2023:07:24:14,양품,BV-AH32-TM,프랑스,T,40,3100,18600,적용,3호기,1열,1109,126,1116,80,294,1116,TMCP(온도제어),899,6,3조
PLT_1576,07JAN2023:07:36:08,양품,PILAC-BT33,한국,T,50,2600,17600,적용,3호기,2열,1141,140,1127,84,328,1127,CR(제어압연),896,6,3조
PLT_1577,07JAN2023:07:41:55,양품,PILAC-BT33,한국,T,60,2500,13300,적용,1호기,2열,1137,125,1123,120,347,1123,CR(제어압연),893,6,3조
PLT_1578,07JAN2023:07:52:09,양품,PILAC-BT33,한국,T,60,2500,13300,적용,2호기,1열,1142,156,1120,85,304,1120,CR(제어압연),894,6,3조
PLT_1579,07JAN2023:08:05:44,양품,PILAC-BT33,한국,T,61,2100,12300,적용,2호기,2열,1143,155,1122,87,301,1122,CR(제어압연),901,6,3조
PLT_1580,07JAN2023:08:15:35,양품,PILAC-BT33,한국,T,70,2300,15900,적용,1호기,1열,1140,117,1125,69,279,1125,CR(제어압연),869,6,3조
PLT_1581,07JAN2023:08:27:12,양품,PILAC-BT33,한국,T,70,2200,15300,적용,3호기,1열,1108,138,1117,78,278,1117,CR(제어압연),876,6,3조
PLT_1582,07JAN2023:08:35:06,양품,PILAC-BT33,한국,T,70,2200,13700,적용,1호기,2열,1135,140,1123,93,335,1123,CR(제어압연),870,6,3조
PLT_1583,07JAN2023:08:44:53,양품,PILAC-BT33,한국,T,70,2200,13700,적용,2호기,1열,1137,141,1121,74,281,1121,CR(제어압연),876,6,3조
PLT_1584,07JAN2023:08:58:05,양품,PILAC-BT33,한국,T,70,2300,15900,적용,3호기,2열,1138,148,1126,80,329,1126,CR(제어압연),877,6,3조
PLT_1585,07JAN2023:09:11:34,양품,PILAC-BT33,한국,T,70,2300,15900,적용,1호기,1열,1134,117,1123,75,294,1123,CR(제어압연),881,6,3조
PLT_1586,07JAN2023:09:21:47,양품,PILAC-BT33,한국,T,70,2300,15900,적용,1호기,2열,1142,143,1128,66,287,1128,CR(제어압연),869,6,3조
PLT_1587,07JAN2023:09:36:21,양품,PILAC-BT33,한국,T,75,2300,15400,적용,2호기,1열,1139,120,1123,65,243,1123,CR(제어압연),876,6,3조
PLT_1588,07JAN2023:09:49:11,양품,PILAC-BT33,한국,T,75,2300,15400,적용,3호기,1열,1117,131,1119,77,274,1119,CR(제어압연),876,6,3조
PLT_1589,07JAN2023:10:01:48,양품,PILAC-BT33,한국,T,75,2300,15400,적용,3호기,2열,1141,130,1128,76,281,1128,CR(제어압연),876,6,3조
PLT_1590,07JAN2023:10:07:44,양품,PILAC-BT33,한국,T,75,2300,15400,적용,1호기,1열,1138,122,1125,66,265,1125,CR(제어압연),877,6,3조
PLT_1591,07JAN2023:10:18:13,양품,PILAC-BT33,한국,T,75,2300,15400,적용,1호기,2열,1135,146,1126,77,318,1126,CR(제어압연),878,6,3조
PLT_1592,07JAN2023:10:29:10,양품,PILAC-BT33,한국,T,75,2300,15400,적용,2호기,1열,1131,117,1125,56,265,1125,CR(제어압연),878,6,3조
PLT_1593,07JAN2023:10:42:23,양품,PILAC-BT33,한국,T,75,2300,15400,적용,3호기,1열,1119,121,1119,70,258,1119,CR(제어압연),878,6,3조
PLT_1594,07JAN2023:10:51:43,양품,PILAC-BT33,한국,T,81,2900,9800,적용,2호기,2열,1139,132,1124,80,287,1124,CR(제어압연),877,6,3조
PLT_1595,07JAN2023:11:05:51,양품,PILAC-BT33,한국,T,75,1800,10500,적용,3호기,2열,1139,129,1125,65,278,1125,CR(제어압연),877,6,3조
PLT_1596,07JAN2023:11:16:16,불량,PILAC-BT33,한국,T,81,2100,13200,미적용,1호기,2열,1138,131,1128,55,271,1128,CR(제어압연),876,6,3조
PLT_1597,07JAN2023:11:28:39,양품,PILAC-BT33,한국,T,75,1800,10500,적용,2호기,2열,1140,139,1123,72,278,1123,CR(제어압연),876,6,3조
PLT_1598,07JAN2023:11:34:37,양품,PILAC-BT33,한국,T,81,2100,12900,적용,1호기,1열,1132,78,1122,71,208,1122,CR(제어압연),842,6,3조
PLT_1599,07JAN2023:11:40:51,양품,PILAC-BT33,한국,T,81,2100,12900,적용,2호기,1열,1133,89,1122,59,229,1122,CR(제어압연),0,6,3조
PLT_1600,07JAN2023:11:52:00,양품,PILAC-BT33,한국,T,81,2100,13200,적용,1호기,2열,1130,92,1124,61,210,1124,CR(제어압연),0,6,3조
PLT_1601,07JAN2023:11:59:10,양품,NV-D32-TM,영국,T,40,2500,23600,적용,3호기,1열,1119,109,1117,76,260,1117,TMCP(온도제어),0,6,3조
PLT_1602,07JAN2023:12:10:22,양품,BV-AH32-TM,프랑스,T,50,3100,13300,적용,1호기,1열,1133,70,1118,108,254,1118,TMCP(온도제어),889,6,3조
PLT_1603,07JAN2023:12:23:20,양품,COMMON,공통,T,40,3100,23000,적용,3호기,2열,1140,90,1119,124,284,1119,CR(제어압연),816,6,3조
PLT_1604,07JAN2023:12:35:58,양품,GL-D36-TM,독일,T,40,3100,23000,적용,3호기,2열,1140,90,1119,124,309,1119,TMCP(온도제어),816,6,3조
PLT_1605,07JAN2023:12:41:39,양품,GL-A36-TM,독일,T,40,3200,15700,적용,2호기,1열,1135,100,1113,109,308,1113,TMCP(온도제어),815,6,3조
PLT_1606,07JAN2023:12:50:02,양품,COMMON,공통,T,40,2700,20200,적용,3호기,2열,1143,94,1122,110,259,1122,CR(제어압연),816,6,3조
PLT_1607,07JAN2023:13:03:31,양품,NV-A36-TM,영국,T,40,2700,20200,적용,3호기,2열,1143,94,1122,110,282,1122,TMCP(온도제어),816,6,3조
PLT_1608,07JAN2023:13:13:49,양품,NV-A36-TM,영국,T,40,2300,20200,적용,1호기,1열,1123,78,1118,112,245,1118,TMCP(온도제어),818,6,3조
PLT_1609,07JAN2023:13:23:53,양품,GL-D36-TM,독일,T,40,2300,20700,적용,1호기,2열,1130,105,1120,115,283,1120,TMCP(온도제어),812,6,3조
PLT_1610,07JAN2023:13:32:14,불량,BV-AH36-TM,프랑스,T,40,3100,15800,적용,2호기,2열,1135,93,1119,134,295,1119,TMCP(온도제어),812,5,3조
PLT_1611,07JAN2023:13:43:13,양품,NK-KD36-TM,일본,T,40,2900,18700,적용,3호기,1열,1114,85,1117,135,298,1117,TMCP(온도제어),815,6,3조
PLT_1612,07JAN2023:13:53:59,양품,NV-D36-TM,영국,T,40,2900,18700,적용,3호기,1열,1114,85,1117,135,302,1117,TMCP(온도제어),815,6,3조
PLT_1613,07JAN2023:14:07:43,불량,A131-DH36TM,미국,T,71,3600,9200,미적용,2호기,2열,1128,92,1121,145,332,1121,CR(제어압연),859,6,3조
PLT_1614,07JAN2023:14:20:48,양품,BV-EH36-TM,프랑스,T,74,2700,11000,적용,2호기,1열,1119,70,1118,130,291,1118,TMCP(온도제어),812,6,3조
PLT_1615,07JAN2023:14:29:33,양품,BV-EH36-TM,프랑스,T,74,2700,11000,적용,3호기,1열,1124,84,1121,129,310,1121,TMCP(온도제어),819,6,3조
PLT_1616,07JAN2023:14:37:17,양품,NV-D36-TM,영국,T,54,2700,11000,적용,3호기,2열,1139,82,1127,130,295,1127,TMCP(온도제어),814,6,3조
PLT_1617,07JAN2023:14:43:35,양품,AB/EH36-TM,미국,T,77,2600,7900,적용,1호기,1열,1111,77,1118,144,295,1118,TMCP(온도제어),837,6,3조
PLT_1618,07JAN2023:14:52:54,양품,AB/EH36-TM,미국,T,77,2600,7900,적용,1호기,2열,1113,71,1118,143,316,1118,TMCP(온도제어),842,6,3조
PLT_1619,07JAN2023:14:58:32,양품,AB/EH36-TM,미국,T,77,2600,7900,적용,2호기,1열,1103,68,1122,143,300,1122,TMCP(온도제어),848,6,3조
PLT_1620,07JAN2023:15:05:39,양품,BV-AH36-TL,프랑스,T,74,1800,10000,적용,2호기,2열,1144,102,1123,139,337,1123,CR(제어압연),814,6,3조
PLT_1621,07JAN2023:15:19:34,양품,COMMON,공통,T,76,1800,16700,적용,3호기,1열,1124,77,1127,143,326,1127,CR(제어압연),811,6,3조
PLT_1622,07JAN2023:15:29:23,불량,BV-AH36-TL,프랑스,T,76,1800,9800,미적용,3호기,2열,1123,55,1135,104,217,1135,CR(제어압연),811,6,3조
PLT_1623,07JAN2023:15:35:35,양품,BV-AH36-TL,프랑스,T,76,1800,9800,적용,1호기,1열,1114,72,1131,80,258,1131,CR(제어압연),815,6,3조
PLT_1624,07JAN2023:15:43:12,양품,AB/A,미국,C,15,3300,51500,적용,1호기,2열,1122,64,1123,71,202,1123,CR(제어압연),861,10,3조
PLT_1625,07JAN2023:15:56:34,불량,LR-A,영국,C,15,3300,51500,적용,1호기,2열,1122,64,1123,84,219,1123,CR(제어압연),861,9,3조
PLT_1626,07JAN2023:16:07:22,양품,NV-A,영국,C,15,3300,51500,적용,1호기,2열,1122,64,1123,85,211,1123,CR(제어압연),861,10,3조
PLT_1627,07JAN2023:16:13:29,양품,AB/A,미국,C,16,3400,50700,적용,3호기,1열,1119,75,1133,104,266,1133,CR(제어압연),867,10,3조
PLT_1628,07JAN2023:16:22:07,양품,LR-A,영국,C,16,3400,50700,적용,3호기,1열,1119,75,1133,64,224,1133,CR(제어압연),867,10,3조
PLT_1629,07JAN2023:16:31:24,양품,NK-KA,일본,C,16,3400,50700,적용,3호기,1열,1119,75,1133,62,206,1133,CR(제어압연),867,10,3조
PLT_1630,07JAN2023:16:42:19,양품,NV-A,영국,C,16,3400,50700,적용,3호기,1열,1119,75,1133,104,280,1133,CR(제어압연),867,10,3조
PLT_1631,07JAN2023:16:50:24,양품,LR-A,영국,C,13,3500,53300,적용,2호기,1열,1118,62,1129,107,274,1129,CR(제어압연),840,10,3조
PLT_1632,07JAN2023:17:02:18,양품,BV-A,프랑스,C,13,3400,53700,적용,2호기,2열,1147,73,1129,57,218,1129,CR(제어압연),723,10,3조
PLT_1633,07JAN2023:17:10:22,양품,LR-A,영국,C,13,3400,53700,적용,2호기,2열,1147,73,1129,99,228,1129,CR(제어압연),723,10,3조
PLT_1634,07JAN2023:17:16:29,양품,NK-KA,일본,C,13,3400,53700,적용,2호기,2열,1147,73,1129,103,278,1129,CR(제어압연),723,10,3조
PLT_1635,07JAN2023:17:24:17,양품,NV-A,영국,C,13,3400,53700,적용,2호기,2열,1147,73,1129,107,246,1129,CR(제어압연),723,10,3조
PLT_1636,07JAN2023:17:30:10,양품,BV-A,프랑스,C,13,3300,52100,적용,3호기,2열,1177,139,1139,107,307,1139,CR(제어압연),842,10,3조
PLT_1637,07JAN2023:17:38:43,불량,KR-A,한국,C,13,3300,52100,미적용,3호기,2열,1177,139,1139,107,342,1139,CR(제어압연),842,10,3조
PLT_1638,07JAN2023:17:48:59,양품,NK-KA,일본,C,13,3300,52100,적용,3호기,2열,1177,139,1139,107,333,1139,CR(제어압연),842,10,3조
PLT_1639,07JAN2023:17:58:03,양품,NV-A,영국,C,13,3300,52100,적용,3호기,2열,1177,139,1139,107,338,1139,CR(제어압연),842,10,3조
PLT_1640,07JAN2023:18:12:56,양품,BV-A,프랑스,C,13,3600,54900,적용,1호기,2열,1131,56,1136,81,192,1136,CR(제어압연),860,10,3조
PLT_1641,07JAN2023:18:24:12,양품,KR-A,한국,C,13,3600,54900,적용,1호기,2열,1131,56,1136,94,247,1136,CR(제어압연),860,10,3조
PLT_1642,07JAN2023:18:32:07,양품,LR-A,영국,C,13,3600,54900,적용,1호기,2열,1131,56,1136,62,207,1136,CR(제어압연),860,10,3조
PLT_1643,07JAN2023:18:43:21,양품,AB/A,미국,C,13,3300,53900,적용,1호기,1열,1178,137,1144,114,319,1144,CR(제어압연),853,10,3조
PLT_1644,07JAN2023:18:53:25,양품,BV-A,프랑스,C,13,3300,53900,적용,1호기,1열,1178,137,1144,114,314,1144,CR(제어압연),853,10,3조
PLT_1645,07JAN2023:19:01:38,양품,LR-A,영국,C,13,3300,53900,적용,1호기,1열,1178,137,1144,114,343,1144,CR(제어압연),853,10,4조
PLT_1646,07JAN2023:19:12:19,양품,AB/A,미국,C,13,3400,52400,적용,2호기,1열,1171,125,1133,81,261,1133,CR(제어압연),909,10,4조
PLT_1647,07JAN2023:19:19:01,양품,KR-A,한국,C,13,3400,52400,적용,2호기,1열,1171,125,1133,82,308,1133,CR(제어압연),909,10,4조
PLT_1648,07JAN2023:19:30:21,양품,LR-A,영국,C,13,3400,52400,적용,2호기,1열,1171,125,1133,83,285,1133,CR(제어압연),909,10,4조
PLT_1649,07JAN2023:19:40:52,양품,AB/A,미국,C,13,3400,54200,적용,2호기,2열,1141,59,1130,73,228,1130,CR(제어압연),875,10,4조
PLT_1650,07JAN2023:19:46:48,불량,KR-A,한국,C,13,3400,54200,미적용,2호기,2열,1141,59,1130,67,202,1130,CR(제어압연),875,9,4조
PLT_1651,07JAN2023:19:56:55,양품,LR-A,영국,C,13,3400,54200,적용,2호기,2열,1141,59,1130,62,185,1130,CR(제어압연),875,10,4조
PLT_1652,07JAN2023:20:11:51,양품,BV-A,프랑스,C,13,3600,51700,적용,3호기,1열,1169,156,1134,82,303,1134,CR(제어압연),872,10,4조
PLT_1653,07JAN2023:20:25:18,양품,KR-A,한국,C,13,3600,51700,적용,3호기,1열,1169,156,1134,92,307,1134,CR(제어압연),872,10,4조
PLT_1654,07JAN2023:20:34:49,양품,NV-A,영국,C,13,3600,51700,적용,3호기,1열,1169,156,1134,65,284,1134,CR(제어압연),872,10,4조
PLT_1655,07JAN2023:20:45:50,양품,BV-A,프랑스,C,13,3300,43500,적용,3호기,2열,1163,133,1135,66,301,1135,CR(제어압연),879,10,4조
PLT_1656,07JAN2023:20:55:14,불량,GL-A,독일,C,13,3300,41900,적용,1호기,1열,1166,121,1136,66,281,1136,CR(제어압연),902,9,4조
PLT_1657,07JAN2023:21:01:17,양품,LR-A,영국,C,13,3300,41900,적용,1호기,1열,1166,121,1136,94,311,1136,CR(제어압연),902,10,4조
PLT_1658,07JAN2023:21:10:41,양품,AB/A,미국,C,13,3400,43400,적용,1호기,2열,1165,115,1139,47,224,1139,CR(제어압연),904,10,4조
PLT_1659,07JAN2023:21:24:19,양품,KR-A,한국,C,13,3400,43400,적용,1호기,2열,1165,115,1139,104,321,1139,CR(제어압연),904,10,4조
PLT_1660,07JAN2023:21:32:35,양품,NK-KA,일본,C,12,3400,48400,적용,2호기,1열,1159,141,1136,107,313,1136,CR(제어압연),893,10,4조
PLT_1661,07JAN2023:21:42:37,양품,NV-A,영국,C,12,3400,48400,적용,2호기,1열,1159,141,1136,46,260,1136,CR(제어압연),893,10,4조
PLT_1662,07JAN2023:21:49:47,양품,AB/A,미국,C,12,3400,52100,적용,2호기,2열,1167,147,1137,103,342,1137,CR(제어압연),887,10,4조
PLT_1663,07JAN2023:21:59:05,양품,NV-A,영국,C,12,3400,52100,적용,2호기,2열,1167,147,1137,105,352,1137,CR(제어압연),887,10,4조
PLT_1664,07JAN2023:22:04:45,양품,KR-A,한국,C,13,3200,42700,적용,3호기,1열,1160,153,1138,71,317,1138,CR(제어압연),906,10,4조
PLT_1665,07JAN2023:22:13:31,양품,NV-A,영국,C,13,3200,42700,적용,3호기,1열,1160,153,1138,81,322,1138,CR(제어압연),906,10,4조
PLT_1666,07JAN2023:22:20:47,양품,AB/A,미국,C,13,3000,43700,적용,3호기,2열,1160,115,1139,105,293,1139,CR(제어압연),932,10,4조
PLT_1667,07JAN2023:22:32:56,불량,AB/A,미국,C,13,3200,43300,미적용,1호기,1열,1157,133,1140,99,288,1140,CR(제어압연),929,10,4조
PLT_1668,07JAN2023:22:42:52,불량,KR-A,한국,C,13,3200,43300,적용,1호기,1열,1157,133,1140,74,293,1140,CR(제어압연),929,9,4조
PLT_1669,07JAN2023:22:50:19,양품,LR-A,영국,C,13,3200,43300,적용,1호기,1열,1157,133,1140,90,301,1140,CR(제어압연),929,10,4조
PLT_1670,07JAN2023:23:03:07,양품,AB/A,미국,C,13,3200,43400,적용,1호기,2열,1161,128,1144,79,303,1144,CR(제어압연),935,10,4조
PLT_1671,07JAN2023:23:11:26,양품,LR-A,영국,C,13,3200,43400,적용,1호기,2열,1161,128,1144,66,287,1144,CR(제어압연),935,10,4조
PLT_1672,07JAN2023:23:26:12,불량,LR-A,영국,C,12,3200,43800,적용,2호기,1열,1154,148,1143,97,314,1143,CR(제어압연),924,9,4조
PLT_1673,07JAN2023:23:38:45,양품,NK-KA,일본,C,12,3200,43800,적용,2호기,1열,1154,148,1143,48,292,1143,CR(제어압연),924,10,4조
PLT_1674,07JAN2023:23:44:31,불량,NV-A,영국,C,12,3200,43800,미적용,2호기,1열,1154,148,1143,89,315,1143,CR(제어압연),924,10,4조
PLT_1675,07JAN2023:23:58:05,양품,AB/A,미국,C,13,3100,43700,적용,2호기,2열,1158,134,1143,73,280,1143,CR(제어압연),931,10,4조
PLT_1676,08JAN2023:00:04:56,양품,KR-A,한국,C,13,3100,43700,적용,2호기,2열,1158,134,1143,79,271,1143,CR(제어압연),931,10,4조
PLT_1677,08JAN2023:00:12:38,양품,NV-A,영국,C,13,2900,52700,적용,3호기,1열,1154,158,1144,56,308,1144,CR(제어압연),926,10,4조
PLT_1678,08JAN2023:00:20:34,불량,AB/A,미국,C,13,2900,52500,적용,3호기,2열,1157,158,1147,64,293,1147,CR(제어압연),924,9,4조
PLT_1679,08JAN2023:00:31:26,양품,BV-A,프랑스,C,13,2900,52500,적용,3호기,2열,1157,158,1147,101,333,1147,CR(제어압연),924,10,4조
PLT_1680,08JAN2023:00:38:37,양품,GL-A,독일,C,13,2900,52500,적용,3호기,2열,1157,158,1147,86,329,1147,CR(제어압연),924,10,4조
PLT_1681,08JAN2023:00:46:35,양품,LR-A,영국,C,13,2900,52500,적용,3호기,2열,1157,158,1147,79,316,1147,CR(제어압연),924,10,4조
PLT_1682,08JAN2023:00:56:07,양품,AB/A,미국,C,13,2900,51800,적용,1호기,1열,1157,137,1146,73,308,1146,CR(제어압연),924,10,4조
PLT_1683,08JAN2023:01:01:29,양품,GL-A,독일,C,13,2900,51800,적용,1호기,1열,1157,137,1146,68,282,1146,CR(제어압연),924,10,4조
