plate_no,rolling_date,scale,spec_long,spec_country,steel_kind,pt_thick,pt_width,pt_length,hsb,fur_no,fur_input_row,fur_heat_temp,fur_heat_time,fur_soak_temp,fur_soak_time,fur_total_time,fur_ex_temp,rolling_method,rolling_temp,descaling_count,work_group
PLT_1684,08JAN2023:01:12:17,양품,AB/A,미국,C,13,2800,52200,적용,1호기,2열,1154,136,1147,71,269,1147,CR(제어압연),924,10,4조
PLT_1685,08JAN2023:01:25:31,양품,KR-A,한국,C,13,2800,52200,적용,1호기,2열,1154,136,1147,65,296,1147,CR(제어압연),924,10,4조
PLT_1686,08JAN2023:01:37:13,양품,LR-A,영국,C,13,2800,52200,적용,1호기,2열,1154,136,1147,45,268,1147,CR(제어압연),924,10,4조
PLT_1687,08JAN2023:01:43:37,양품,NV-A,영국,C,13,2800,52200,적용,1호기,2열,1154,136,1147,100,298,1147,CR(제어압연),924,10,4조
PLT_1688,08JAN2023:01:54:29,양품,AB/A,미국,C,13,2900,52200,적용,2호기,1열,1149,148,1143,89,332,1143,CR(제어압연),923,10,4조
PLT_1689,08JAN2023:02:03:19,양품,GL-A,독일,C,13,2900,52200,적용,2호기,1열,1149,148,1143,96,320,1143,CR(제어압연),923,10,4조
PLT_1690,08JAN2023:02:08:24,양품,NV-A,영국,C,13,2900,52200,적용,2호기,1열,1149,148,1143,56,260,1143,CR(제어압연),923,10,4조
PLT_1691,08JAN2023:02:20:27,양품,AB/A,미국,C,13,2900,52800,적용,2호기,2열,1155,140,1145,96,309,1145,CR(제어압연),927,10,4조
PLT_1692,08JAN2023:02:33:52,양품,LR-A,영국,C,13,2900,52800,적용,2호기,2열,1155,140,1145,59,303,1145,CR(제어압연),927,10,4조
PLT_1693,08JAN2023:02:45:46,양품,NK-KA,일본,C,13,2900,52800,적용,2호기,2열,1155,140,1145,73,274,1145,CR(제어압연),927,10,4조
PLT_1694,08JAN2023:02:57:49,양품,BV-A,프랑스,C,13,2900,51100,적용,3호기,1열,1156,140,1145,83,304,1145,CR(제어압연),934,10,4조
PLT_1695,08JAN2023:03:09:16,양품,GL-A,독일,C,13,2900,51100,적용,3호기,1열,1156,133,1145,83,318,1145,CR(제어압연),934,10,4조
PLT_1696,08JAN2023:03:19:35,양품,LR-A,영국,C,13,2900,51100,적용,3호기,1열,1156,134,1145,90,314,1145,CR(제어압연),934,10,4조
PLT_1697,08JAN2023:03:32:32,양품,AB/A,미국,C,13,2900,48400,적용,3호기,2열,1158,131,1147,46,253,1147,CR(제어압연),909,10,4조
PLT_1698,08JAN2023:03:40:42,양품,BV-A,프랑스,C,13,2900,48400,적용,3호기,2열,1158,146,1147,98,305,1147,CR(제어압연),909,10,4조
PLT_1699,08JAN2023:03:50:58,양품,LR-A,영국,C,13,2900,48400,적용,3호기,2열,1158,149,1147,82,322,1147,CR(제어압연),909,10,4조
PLT_1700,08JAN2023:04:00:06,양품,GL-A,독일,C,15,3100,51800,적용,1호기,1열,1156,157,1148,107,361,1148,CR(제어압연),942,10,4조
PLT_1701,08JAN2023:04:13:12,양품,KR-A,한국,C,15,3100,51800,적용,1호기,1열,1156,157,1148,83,330,1148,CR(제어압연),942,10,4조
PLT_1702,08JAN2023:04:22:24,양품,LR-A,영국,C,15,3100,51800,적용,1호기,1열,1156,157,1148,99,362,1148,CR(제어압연),942,10,4조
PLT_1703,08JAN2023:04:37:12,양품,KS-SM490B,한국,C,16,2900,41000,적용,2호기,2열,1151,118,1144,74,253,1144,CR(제어압연),960,10,4조
PLT_1704,08JAN2023:04:42:36,양품,LR-A,영국,C,18,3100,46200,적용,1호기,2열,1155,158,1151,96,321,1151,CR(제어압연),959,10,4조
PLT_1705,08JAN2023:04:57:30,양품,AB/A,미국,C,17,2800,51500,적용,2호기,1열,1142,121,1147,69,278,1147,CR(제어압연),957,10,4조
PLT_1706,08JAN2023:05:05:52,양품,LR-A,영국,C,17,2800,51500,적용,2호기,1열,1142,127,1147,69,302,1147,CR(제어압연),957,10,4조
PLT_1707,08JAN2023:05:13:01,불량,LR-A,영국,C,18,3100,47100,미적용,3호기,1열,1138,112,1148,62,273,1148,CR(제어압연),957,10,4조
PLT_1708,08JAN2023:05:19:55,양품,NV-A,영국,C,18,3100,47100,적용,3호기,1열,1138,126,1148,62,266,1148,CR(제어압연),957,10,4조
PLT_1709,08JAN2023:05:29:32,양품,GL-A,독일,C,18,3100,48900,적용,3호기,2열,1138,129,1150,62,247,1150,CR(제어압연),956,10,4조
PLT_1710,08JAN2023:05:44:20,양품,NV-A,영국,C,18,3100,48900,적용,3호기,2열,1138,125,1150,62,251,1150,CR(제어압연),956,10,4조
PLT_1711,08JAN2023:05:57:26,양품,AB/A,미국,C,20,3100,44900,적용,1호기,2열,1149,143,1148,64,300,1148,CR(제어압연),949,10,4조
PLT_1712,08JAN2023:06:12:14,양품,AB/A,미국,C,19,3100,49700,적용,3호기,1열,1142,143,1153,55,263,1153,CR(제어압연),993,10,4조
PLT_1713,08JAN2023:06:18:06,불량,NV-A,영국,C,19,3100,49700,미적용,3호기,1열,1142,137,1153,55,298,1153,CR(제어압연),993,10,4조
PLT_1714,08JAN2023:06:30:26,양품,AB/A,미국,C,20,3100,44900,적용,3호기,2열,1147,130,1154,53,261,1154,CR(제어압연),997,10,4조
PLT_1715,08JAN2023:06:43:50,양품,KS-SM400A,한국,C,40,2500,23200,적용,1호기,1열,1158,129,1148,76,305,1148,CR(제어압연),995,6,4조
PLT_1716,08JAN2023:06:57:53,불량,JS-SS400,일본,C,40,2500,26400,적용,2호기,1열,1135,137,1152,66,271,1152,CR(제어압연),1071,6,4조
PLT_1717,08JAN2023:07:04:51,불량,KS-SM400A,한국,C,40,2500,26400,적용,2호기,1열,1135,144,1152,66,294,1152,CR(제어압연),1071,6,3조
PLT_1718,08JAN2023:07:19:02,불량,JS-SS400,일본,C,30,2500,31300,적용,2호기,2열,1137,131,1149,80,276,1149,CR(제어압연),1035,8,3조
PLT_1719,08JAN2023:07:26:02,불량,JS-SS400,일본,C,30,2500,31300,적용,1호기,1열,1134,138,1148,72,316,1148,CR(제어압연),1035,8,3조
PLT_1720,08JAN2023:07:38:37,불량,JS-SS400,일본,C,30,2500,31300,적용,1호기,2열,1137,127,1150,69,264,1150,CR(제어압연),1030,8,3조
PLT_1721,08JAN2023:07:52:01,불량,JS-SS400,일본,C,25,2500,40100,적용,2호기,1열,1151,111,1158,57,227,1158,CR(제어압연),1033,8,3조
PLT_1722,08JAN2023:08:01:38,불량,KS-SS400,한국,C,25,2500,40100,적용,2호기,1열,1151,134,1158,57,260,1158,CR(제어압연),1033,8,3조
PLT_1723,08JAN2023:08:16:08,불량,JS-SS400,일본,C,30,2500,22900,적용,2호기,2열,1136,145,1153,74,312,1153,CR(제어압연),1046,8,3조
PLT_1724,08JAN2023:08:31:02,불량,KR-A,한국,C,23,2500,46400,적용,3호기,1열,1163,126,1158,60,242,1158,CR(제어압연),1028,8,3조
PLT_1725,08JAN2023:08:44:04,불량,KR-A,한국,C,21,2700,42800,적용,3호기,2열,1153,136,1156,71,282,1156,CR(제어압연),1025,8,3조
PLT_1726,08JAN2023:08:49:12,양품,KR-A,한국,C,23,2500,46400,적용,1호기,1열,1164,142,1158,60,280,1158,CR(제어압연),997,8,3조
PLT_1727,08JAN2023:08:57:04,불량,KR-A,한국,C,23,2800,46400,적용,3호기,1열,1172,140,1162,51,293,1162,CR(제어압연),1001,8,3조
PLT_1728,08JAN2023:09:08:51,양품,KR-A,한국,C,21,2600,47500,적용,1호기,2열,1156,132,1156,74,293,1156,CR(제어압연),999,8,3조
PLT_1729,08JAN2023:09:19:21,불량,NV-A,영국,C,21,2600,47500,미적용,1호기,2열,1156,127,1156,74,293,1156,CR(제어압연),999,8,3조
PLT_1730,08JAN2023:09:28:30,불량,KR-A,한국,C,21,2700,44900,적용,2호기,1열,1166,110,1162,59,224,1162,CR(제어압연),999,7,3조
PLT_1731,08JAN2023:09:41:47,불량,KR-A,한국,C,19,2700,48700,적용,3호기,2열,1166,132,1160,69,266,1160,CR(제어압연),1004,10,3조
PLT_1732,08JAN2023:09:47:01,불량,LR-A,영국,C,19,2700,48700,적용,3호기,2열,1166,141,1160,69,272,1160,CR(제어압연),1004,10,3조
PLT_1733,08JAN2023:09:57:24,불량,BV-B,프랑스,C,19,2500,40700,적용,2호기,2열,1157,111,1156,77,265,1156,CR(제어압연),1016,10,3조
PLT_1734,08JAN2023:10:02:45,불량,CCS-B,프랑스,C,19,2500,40700,적용,2호기,2열,1157,122,1156,77,283,1156,CR(제어압연),1016,10,3조
PLT_1735,08JAN2023:10:13:17,불량,KS-SM490A,한국,C,20,2500,45200,적용,1호기,1열,1182,138,1171,37,236,1171,CR(제어압연),1020,8,3조
PLT_1736,08JAN2023:10:26:04,불량,JS-SM490A,일본,C,19,2500,34100,적용,1호기,2열,1165,147,1161,72,305,1161,CR(제어압연),1026,10,3조
PLT_1737,08JAN2023:10:34:01,불량,BV-AH32,프랑스,C,20,2500,43400,적용,2호기,1열,1174,75,1163,52,203,1163,CR(제어압연),1024,10,3조
PLT_1738,08JAN2023:10:40:36,불량,JS-SS400,일본,C,19,2700,50900,적용,3호기,1열,1179,129,1163,53,281,1163,CR(제어압연),1006,10,3조
PLT_1739,08JAN2023:10:53:21,불량,BV-B,프랑스,C,20,2700,40500,적용,3호기,2열,1180,124,1163,68,281,1163,CR(제어압연),1019,8,3조
PLT_1740,08JAN2023:11:03:34,불량,LR-B,영국,C,20,2700,40500,적용,3호기,2열,1180,120,1163,68,291,1163,CR(제어압연),1019,8,3조
PLT_1741,08JAN2023:11:10:25,불량,JS-SM490A,일본,C,20,2500,51100,적용,1호기,1열,1184,111,1169,44,239,1169,CR(제어압연),1025,7,3조
PLT_1742,08JAN2023:11:22:41,불량,KS-SM490A,한국,C,20,2500,51100,적용,1호기,1열,1184,136,1169,44,249,1169,CR(제어압연),1025,8,3조
PLT_1743,08JAN2023:11:30:11,불량,BV-AH32,프랑스,C,20,2500,43400,적용,2호기,2열,1171,137,1159,79,282,1159,CR(제어압연),1021,10,3조
PLT_1744,08JAN2023:11:39:49,양품,BV-B,프랑스,C,20,2400,43000,적용,1호기,2열,1171,111,1162,67,268,1162,CR(제어압연),990,8,3조
PLT_1745,08JAN2023:11:50:47,불량,LR-A,영국,C,19,2700,54300,적용,3호기,1열,1178,69,1165,57,227,1165,CR(제어압연),1005,10,3조
PLT_1746,08JAN2023:12:02:33,양품,AB/A,미국,C,18,2600,54900,적용,2호기,1열,1176,88,1163,52,203,1163,CR(제어압연),987,10,3조
PLT_1747,08JAN2023:12:11:15,양품,LR-A,영국,C,18,2600,54900,적용,2호기,1열,1176,88,1163,52,229,1163,CR(제어압연),987,10,3조
PLT_1748,08JAN2023:12:23:15,양품,JS-SM400B,일본,C,18,2500,42700,적용,2호기,2열,1171,63,1160,76,204,1160,CR(제어압연),958,10,3조
PLT_1749,08JAN2023:12:31:51,불량,JS-SM400B,일본,C,18,2500,42700,적용,3호기,2열,1180,67,1163,68,199,1163,CR(제어압연),1027,10,3조
PLT_1750,08JAN2023:12:44:36,불량,JS-SM400B,일본,C,18,2500,42700,적용,1호기,1열,1175,75,1165,42,217,1165,CR(제어압연),1031,10,3조
PLT_1751,08JAN2023:12:52:16,불량,GL-A,독일,C,15,2500,51000,적용,1호기,2열,1171,59,1163,70,227,1163,CR(제어압연),1002,10,3조
PLT_1752,08JAN2023:13:05:01,불량,KR-A,한국,C,15,2500,51000,적용,1호기,2열,1171,59,1163,70,191,1163,CR(제어압연),1002,10,3조
PLT_1753,08JAN2023:13:12:47,불량,LR-A,영국,C,15,2500,51000,적용,1호기,2열,1171,59,1163,70,208,1163,CR(제어압연),1002,10,3조
PLT_1754,08JAN2023:13:23:25,불량,LR-A,영국,C,15,2500,50100,적용,2호기,1열,1165,74,1160,55,217,1160,CR(제어압연),962,9,3조
PLT_1755,08JAN2023:13:33:04,양품,NV-A,영국,C,15,2500,50100,적용,2호기,1열,1165,74,1160,55,203,1160,CR(제어압연),962,10,3조
PLT_1756,08JAN2023:13:40:59,양품,JS-SM490YB,일본,C,16,2500,37400,적용,2호기,2열,1182,82,1162,64,232,1162,CR(제어압연),973,10,3조
PLT_1757,08JAN2023:13:50:43,양품,BV-A,프랑스,C,15,2500,54700,적용,3호기,1열,1180,78,1162,53,213,1162,CR(제어압연),998,10,3조
PLT_1758,08JAN2023:14:02:17,양품,KR-A,한국,C,15,2500,54700,적용,3호기,1열,1180,78,1162,53,217,1162,CR(제어압연),998,10,3조
PLT_1759,08JAN2023:14:16:57,양품,LR-A,영국,C,17,2700,54400,적용,3호기,2열,1182,74,1164,55,208,1164,CR(제어압연),982,10,3조
PLT_1760,08JAN2023:14:28:29,양품,NV-A,영국,C,17,2700,54400,적용,3호기,2열,1182,74,1164,55,215,1164,CR(제어압연),982,10,3조
PLT_1761,08JAN2023:14:42:59,양품,AB/A,미국,C,16,2400,42300,적용,1호기,1열,1168,64,1161,52,187,1161,CR(제어압연),984,10,3조
PLT_1762,08JAN2023:14:57:19,양품,BV-A,프랑스,C,16,2400,42300,적용,1호기,1열,1168,64,1161,52,220,1161,CR(제어압연),984,10,3조
PLT_1763,08JAN2023:15:05:20,양품,LR-A,영국,C,16,2400,42300,적용,1호기,1열,1168,64,1161,52,172,1161,CR(제어압연),984,10,3조
PLT_1764,08JAN2023:15:17:34,양품,AB/A,미국,C,16,2600,46300,적용,1호기,2열,1174,61,1165,73,195,1165,CR(제어압연),978,10,3조
PLT_1765,08JAN2023:15:24:47,불량,BV-A,프랑스,C,16,2600,46300,미적용,1호기,2열,1174,61,1165,73,200,1165,CR(제어압연),978,10,3조
PLT_1766,08JAN2023:15:32:55,양품,LR-A,영국,C,16,2600,46300,적용,1호기,2열,1174,61,1165,73,218,1165,CR(제어압연),978,10,3조
PLT_1767,08JAN2023:15:45:45,양품,AB/A,미국,C,16,2700,52800,적용,2호기,1열,1169,77,1159,58,201,1159,CR(제어압연),968,10,3조
PLT_1768,08JAN2023:16:00:23,양품,GL-A,독일,C,16,2700,52800,적용,2호기,1열,1169,77,1159,58,221,1159,CR(제어압연),968,10,3조
PLT_1769,08JAN2023:16:13:49,양품,LR-A,영국,C,16,2700,52800,적용,2호기,1열,1169,77,1159,58,210,1159,CR(제어압연),968,10,3조
PLT_1770,08JAN2023:16:25:21,양품,BV-AH32,프랑스,C,15,2600,43700,적용,2호기,2열,1177,77,1161,71,203,1161,CR(제어압연),1000,10,3조
PLT_1771,08JAN2023:16:39:02,불량,AB/AH32,미국,C,17,2500,42800,적용,3호기,1열,1169,65,1158,67,237,1158,CR(제어압연),1004,10,3조
PLT_1772,08JAN2023:16:48:32,불량,KR-AH32,한국,C,17,2500,42800,적용,3호기,1열,1169,65,1158,67,203,1158,CR(제어압연),1004,10,3조
PLT_1773,08JAN2023:16:58:13,불량,LR-AH32,영국,C,17,2500,42800,적용,3호기,1열,1169,65,1158,67,228,1158,CR(제어압연),1004,10,3조
PLT_1774,08JAN2023:17:04:52,불량,NV-A32,영국,C,17,2500,42800,미적용,3호기,1열,1169,65,1158,67,189,1158,CR(제어압연),1004,10,3조
PLT_1775,08JAN2023:17:10:52,양품,AB/A,미국,C,14,2600,54300,적용,3호기,2열,1169,73,1162,61,214,1162,CR(제어압연),955,10,3조
PLT_1776,08JAN2023:17:15:59,불량,LR-A,영국,C,14,2600,54300,미적용,3호기,2열,1169,73,1162,61,190,1162,CR(제어압연),955,10,3조
PLT_1777,08JAN2023:17:26:43,양품,LR-A,영국,C,14,2600,52800,적용,1호기,1열,1165,61,1158,57,215,1158,CR(제어압연),960,10,3조
PLT_1778,08JAN2023:17:32:04,양품,NK-KA,일본,C,14,2600,52800,적용,1호기,1열,1165,61,1158,57,210,1158,CR(제어압연),960,10,3조
PLT_1779,08JAN2023:17:42:54,양품,LR-A,영국,C,14,2600,49700,적용,1호기,2열,1170,65,1161,70,232,1161,CR(제어압연),964,10,3조
PLT_1780,08JAN2023:17:48:50,양품,NV-A,영국,C,14,2600,49700,적용,1호기,2열,1170,65,1161,70,227,1161,CR(제어압연),964,10,3조
PLT_1781,08JAN2023:18:00:45,양품,AB/A,미국,C,15,2600,54900,적용,2호기,1열,1168,58,1158,58,186,1158,CR(제어압연),959,10,3조
PLT_1782,08JAN2023:18:07:23,양품,LR-A,영국,C,15,2600,54900,적용,2호기,1열,1168,58,1158,58,204,1158,CR(제어압연),959,10,3조
PLT_1783,08JAN2023:18:19:31,양품,NV-A,영국,C,15,2600,54900,적용,2호기,1열,1168,58,1158,58,177,1158,CR(제어압연),959,10,3조
PLT_1784,08JAN2023:18:34:11,양품,LR-A,영국,C,13,2800,54900,적용,2호기,2열,1167,66,1158,84,248,1158,CR(제어압연),933,10,3조
PLT_1785,08JAN2023:18:45:32,양품,NK-KA,일본,C,13,2800,54900,적용,2호기,2열,1167,66,1158,84,239,1158,CR(제어압연),933,10,3조
PLT_1786,08JAN2023:18:53:01,양품,BV-A,프랑스,C,13,2700,51900,적용,3호기,1열,1165,70,1157,62,189,1157,CR(제어압연),958,10,3조
PLT_1787,08JAN2023:19:03:15,양품,GL-A,독일,C,13,2700,51900,적용,3호기,1열,1165,70,1157,62,224,1157,CR(제어압연),958,10,4조
PLT_1788,08JAN2023:19:08:21,양품,AB/A,미국,C,14,2800,54400,적용,3호기,2열,1168,72,1161,60,195,1161,CR(제어압연),941,10,4조
PLT_1789,08JAN2023:19:20:44,양품,LR-A,영국,C,14,2800,54400,적용,3호기,2열,1168,72,1161,60,194,1161,CR(제어압연),941,10,4조
PLT_1790,08JAN2023:19:35:34,양품,NV-A,영국,C,14,2800,54400,적용,3호기,2열,1168,72,1161,60,187,1161,CR(제어압연),941,10,4조
PLT_1791,08JAN2023:19:40:53,불량,GL-A,독일,C,18,2200,43600,미적용,1호기,1열,1160,82,1154,61,243,1154,CR(제어압연),991,10,4조
PLT_1792,08JAN2023:19:55:09,양품,LR-A,영국,C,18,2200,43600,적용,1호기,1열,1160,74,1154,61,234,1154,CR(제어압연),991,10,4조
PLT_1793,08JAN2023:20:05:08,양품,BV-B,프랑스,C,18,2200,43200,적용,1호기,2열,1165,60,1158,70,208,1158,CR(제어압연),987,10,4조
PLT_1794,08JAN2023:20:18:27,양품,AB/A,미국,C,19,2200,43500,적용,2호기,1열,1150,57,1160,55,195,1160,CR(제어압연),993,10,4조
PLT_1795,08JAN2023:20:29:58,양품,LR-A,영국,C,19,2200,43500,적용,2호기,1열,1150,57,1160,55,183,1160,CR(제어압연),993,10,4조
PLT_1796,08JAN2023:20:43:51,불량,SA283-C,미국,C,20,2200,39700,적용,3호기,2열,1170,78,1159,59,205,1159,CR(제어압연),1044,8,4조
PLT_1797,08JAN2023:20:56:37,불량,SA283-C,미국,C,20,2300,43100,적용,3호기,1열,1159,66,1155,80,227,1155,CR(제어압연),1002,8,4조
PLT_1798,08JAN2023:21:04:46,양품,A283-C,미국,C,18,2300,40800,적용,2호기,2열,1163,73,1155,86,237,1155,CR(제어압연),981,10,4조
PLT_1799,08JAN2023:21:09:47,불량,AB/A,미국,C,20,2200,39800,적용,1호기,1열,1157,55,1154,76,194,1154,CR(제어압연),1007,8,4조
PLT_1800,08JAN2023:21:16:10,불량,BV-A,프랑스,C,20,2200,39800,적용,1호기,1열,1157,55,1154,76,193,1154,CR(제어압연),1007,8,4조
PLT_1801,08JAN2023:21:21:40,불량,LR-A,영국,C,20,2200,39800,적용,1호기,1열,1157,55,1154,76,224,1154,CR(제어압연),1007,8,4조
PLT_1802,08JAN2023:21:27:21,양품,AB/A,미국,C,20,2200,39900,적용,1호기,2열,1158,63,1156,87,253,1156,CR(제어압연),975,8,4조
PLT_1803,08JAN2023:21:33:50,불량,GL-A,독일,C,20,2200,39900,적용,1호기,2열,1158,63,1156,87,252,1156,CR(제어압연),975,7,4조
PLT_1804,08JAN2023:21:40:29,양품,LR-A,영국,C,20,2200,39900,적용,1호기,2열,1158,63,1156,87,230,1156,CR(제어압연),975,8,4조
PLT_1805,08JAN2023:21:54:25,양품,SA283-C,미국,C,20,2200,40700,적용,3호기,1열,1162,59,1162,68,188,1162,CR(제어압연),982,8,4조
PLT_1806,08JAN2023:22:01:56,양품,SA283-C,미국,C,20,2200,38000,적용,2호기,1열,1151,63,1157,78,239,1157,CR(제어압연),991,8,4조
PLT_1807,08JAN2023:22:11:35,불량,SA283-C,미국,C,20,2200,38000,미적용,2호기,2열,1154,78,1154,87,269,1154,CR(제어압연),979,8,4조
PLT_1808,08JAN2023:22:25:36,불량,JS-SM490A,일본,C,20,1900,34100,적용,3호기,2열,1162,78,1158,73,256,1158,CR(제어압연),1018,8,4조
PLT_1809,08JAN2023:22:33:51,불량,KS-SM490A,한국,C,20,1900,34100,적용,3호기,2열,1162,78,1158,73,249,1158,CR(제어압연),1018,8,4조
PLT_1810,08JAN2023:22:46:16,불량,KR-A,한국,C,23,2300,34300,적용,1호기,1열,1150,57,1150,85,244,1150,CR(제어압연),1010,8,4조
PLT_1811,08JAN2023:22:58:22,불량,KR-A,한국,C,23,2300,34300,적용,1호기,2열,1157,60,1156,85,244,1156,CR(제어압연),1018,8,4조
PLT_1812,08JAN2023:23:03:57,불량,SA283-C,미국,C,20,2400,34600,적용,2호기,1열,1171,78,1158,66,250,1158,CR(제어압연),1011,8,4조
PLT_1813,08JAN2023:23:10:49,불량,SA283-C,미국,C,20,2200,38000,적용,2호기,2열,1171,72,1166,69,214,1166,CR(제어압연),1010,8,4조
PLT_1814,08JAN2023:23:16:53,불량,SA283-C,미국,C,20,2200,38000,적용,3호기,1열,1182,73,1164,67,243,1164,CR(제어압연),1004,8,4조
PLT_1815,08JAN2023:23:26:43,불량,SA283-C,미국,C,20,2200,37900,적용,3호기,2열,1176,72,1162,68,246,1162,CR(제어압연),1013,7,4조
PLT_1816,08JAN2023:23:41:26,양품,SA283-C,미국,C,20,2200,38000,적용,1호기,1열,1174,62,1165,65,199,1165,CR(제어압연),999,8,4조
PLT_1817,08JAN2023:23:48:25,양품,SA283-C,미국,C,20,2200,38000,적용,1호기,2열,1172,61,1165,77,193,1165,CR(제어압연),999,8,4조
PLT_1818,08JAN2023:23:54:27,불량,A283-C,미국,C,26,2600,31300,적용,2호기,1열,1165,73,1160,63,223,1160,CR(제어압연),1026,8,4조
PLT_1819,09JAN2023:00:04:11,불량,A283-C,미국,C,26,2600,31300,적용,2호기,2열,1177,69,1177,65,230,1177,CR(제어압연),1036,8,4조
PLT_1820,09JAN2023:00:10:15,양품,AB/AH32,미국,C,17,2700,51200,적용,3호기,1열,1179,81,1168,63,222,1168,CR(제어압연),950,10,4조
PLT_1821,09JAN2023:00:18:42,불량,LR-AH32,영국,C,17,2700,51200,미적용,3호기,1열,1179,81,1168,63,242,1168,CR(제어압연),950,10,4조
PLT_1822,09JAN2023:00:32:01,양품,GL-A32,독일,C,16,2600,49000,적용,3호기,2열,1177,76,1166,64,229,1166,CR(제어압연),977,10,4조
PLT_1823,09JAN2023:00:39:10,양품,NV-A32,영국,C,16,2600,49000,적용,3호기,2열,1177,76,1166,64,222,1166,CR(제어압연),977,10,4조
PLT_1824,09JAN2023:00:52:11,불량,KR-AH32,한국,C,16,2600,40300,적용,1호기,1열,1193,66,1181,62,205,1181,CR(제어압연),964,10,4조
PLT_1825,09JAN2023:01:06:26,불량,NV-A32,영국,C,16,2600,40300,적용,1호기,1열,1193,66,1181,62,190,1181,CR(제어압연),964,10,4조
PLT_1826,09JAN2023:01:20:57,불량,KR-AH32,한국,C,16,2600,40400,적용,1호기,2열,1198,63,1180,75,208,1180,CR(제어압연),944,10,4조
PLT_1827,09JAN2023:01:34:44,불량,NV-A32,영국,C,16,2600,40400,적용,1호기,2열,1198,63,1180,75,207,1180,CR(제어압연),944,10,4조
PLT_1828,09JAN2023:01:47:55,양품,BV-AH32,프랑스,C,15,2500,54600,적용,2호기,1열,1117,58,1156,75,216,1156,CR(제어압연),927,10,4조
PLT_1829,09JAN2023:01:55:48,양품,KR-AH32,한국,C,15,2500,54600,적용,2호기,1열,1117,58,1156,75,227,1156,CR(제어압연),927,10,4조
PLT_1830,09JAN2023:02:06:10,불량,LR-AH32,영국,C,15,2500,54600,미적용,2호기,1열,1117,58,1156,75,230,1156,CR(제어압연),927,10,4조
PLT_1831,09JAN2023:02:20:04,양품,NV-A32,영국,C,15,2500,54600,적용,2호기,1열,1117,58,1156,75,221,1156,CR(제어압연),927,10,4조
PLT_1832,09JAN2023:02:28:27,불량,AB/AH32,미국,C,15,2700,53600,적용,2호기,2열,1202,93,1177,41,233,1177,CR(제어압연),962,10,4조
PLT_1833,09JAN2023:02:37:48,불량,BV-AH32,프랑스,C,15,2700,53600,적용,2호기,2열,1202,93,1177,41,197,1177,CR(제어압연),962,9,4조
PLT_1834,09JAN2023:02:44:33,불량,LR-AH32,영국,C,15,2700,53600,적용,2호기,2열,1202,93,1177,41,219,1177,CR(제어압연),962,10,4조
PLT_1835,09JAN2023:02:51:55,불량,NK-KA32,일본,C,15,2700,53600,적용,2호기,2열,1202,93,1177,41,208,1177,CR(제어압연),962,10,4조
PLT_1836,09JAN2023:03:01:40,양품,AB/AH32,미국,C,15,2800,54600,적용,3호기,1열,1175,93,1162,46,238,1162,CR(제어압연),955,10,4조
PLT_1837,09JAN2023:03:10:31,양품,GL-A32,독일,C,15,2800,54600,적용,3호기,1열,1175,93,1162,46,196,1162,CR(제어압연),955,10,4조
PLT_1838,09JAN2023:03:21:01,양품,AB/A,미국,C,14,2600,54100,적용,3호기,2열,1156,78,1168,76,255,1168,CR(제어압연),947,10,4조
PLT_1839,09JAN2023:03:31:32,양품,NV-A,영국,C,14,2600,54100,적용,3호기,2열,1156,102,1168,76,249,1168,CR(제어압연),947,10,4조
PLT_1840,09JAN2023:03:46:19,양품,AB/A,미국,C,13,2700,54500,적용,1호기,1열,1188,98,1170,41,207,1170,CR(제어압연),951,10,4조
PLT_1841,09JAN2023:03:57:25,양품,KR-A,한국,C,13,2700,54500,적용,1호기,1열,1188,98,1170,41,220,1170,CR(제어압연),951,10,4조
PLT_1842,09JAN2023:04:08:08,양품,LR-A,영국,C,13,2700,54500,적용,1호기,1열,1188,98,1170,41,206,1170,CR(제어압연),951,10,4조
PLT_1843,09JAN2023:04:18:39,양품,AB/AH32,미국,C,13,2700,54200,적용,1호기,2열,1173,63,1169,76,239,1169,CR(제어압연),959,10,4조
PLT_1844,09JAN2023:04:24:23,양품,NV-A32,영국,C,13,2700,54200,적용,1호기,2열,1173,63,1169,76,221,1169,CR(제어압연),959,10,4조
PLT_1845,09JAN2023:04:33:57,양품,BV-AH32,프랑스,C,12,2700,48100,적용,2호기,1열,1136,82,1149,54,224,1149,CR(제어압연),961,10,4조
PLT_1846,09JAN2023:04:45:19,양품,GL-A32,독일,C,12,2700,48100,적용,2호기,1열,1136,82,1149,54,208,1149,CR(제어압연),961,10,4조
PLT_1847,09JAN2023:04:54:43,양품,LR-A,영국,C,12,2600,32300,적용,2호기,2열,1192,94,1167,44,234,1167,CR(제어압연),971,10,4조
PLT_1848,09JAN2023:05:03:32,양품,GL-A,독일,C,12,2300,36000,적용,3호기,1열,1175,84,1163,58,237,1163,CR(제어압연),984,10,4조
PLT_1849,09JAN2023:05:17:58,양품,KR-A,한국,C,12,2300,36000,적용,3호기,1열,1175,84,1163,58,217,1163,CR(제어압연),984,10,4조
PLT_1850,09JAN2023:05:25:11,양품,NV-A,영국,C,12,2300,36000,적용,3호기,1열,1175,84,1163,58,212,1163,CR(제어압연),984,10,4조
PLT_1851,09JAN2023:05:31:50,불량,AB/AH32,미국,C,16,2400,43500,미적용,3호기,2열,1167,79,1162,59,220,1162,CR(제어압연),1000,10,4조
